id,budget,original_language,genres,popularity,release_date,runtime,title,revenue
1130,2600000,en,,11.600224,9/17/1993,91,Airborne,2850263
1131,0,en,,7.68372,5/26/1977,96,Smokey and the Bandit,126737428
1132,3537415,de,,9.117054,7/14/2016,162,Toni Erdmann,1390172
1133,100000000,en,,9.615691,2/8/2005,121,Constantine,230884728
1134,2000000,en,,6.536006,9/2/1999,118,Boys Don't Cry,11540607
1135,0,fr,,3.408264,5/15/2014,102,An Eye for Beauty,40000
1136,26000000,en,,6.866634,11/29/1994,99,Highlander: The Final Dimension,36800000
1137,0,ja,,2.969691,7/18/2009,94,Pokémon: Arceus and the Jewel of Life,50673078
1138,22000000,en,,6.760321,12/6/2013,116,Out of the Furnace,15400000
1139,0,en,,14.214403,2/11/1994,115,The Getaway,30
1140,100000,en,,8.003815,4/5/2013,96,Upstream Color,444098
1141,20000000,it,,39.39497,12/20/1997,116,Life Is Beautiful,229400000
1142,0,ko,,1.042432,9/8/2011,79,The Day He Arrives,11
1143,19000000,en,,10.874079,8/5/1988,95,The Blob,8247943
1144,878000,en,,13.916101,11/26/1942,102,Casablanca,10462500
1145,0,en,,5.599039,10/20/2014,85,Zombeavers,14947
1146,12000000,en,,6.829528,11/1/2006,98,The Santa Clause 3: The Escape Clause,84500122
1147,0,en,,6.398905,1/1/1994,86,Sleep with Me,161410
1148,0,en,,7.78179,9/30/2016,162,American Honey,1751330
1149,17000000,en,,11.454835,4/30/2004,97,Mean Girls,129042871
1150,300000,en,,7.90622,7/3/2012,88,A Coffee in Berlin,2750275
1151,2000000,en,,9.551293,6/13/1962,153,Lolita,9250000
1152,150000000,en,,5.587707,6/27/2007,144,Transformers,709709780
1153,22000000,en,,7.719173,6/15/1977,175,A Bridge Too Far,50750000
1154,8000000,en,,8.762536,2/16/2007,95,Hallam Foe,60641
1155,27000000,en,,9.848674,7/29/1983,117,Krull,16519460
1156,3200000,en,,6.72639,9/11/2010,105,Beginners,5332926
1157,300000,en,,1.687901,7/22/2005,88,Murderball,1750211
1158,3500000,ko,,6.261686,10/11/2012,96,A Company Man,7339398
1159,90000000,en,,10.338222,8/7/2013,106,Percy Jackson: Sea of Monsters,174578751
1160,32000000,en,,9.796962,3/30/2011,93,Source Code,147332697
1161,13000000,en,,15.295949,3/16/2006,125,Find Me Guilty,2636637
1162,0,en,,4.249695,9/23/2027,94,Sunrise: A Song of Two Humans,121
1163,3400000,en,,5.101153,12/25/1977,94,High Anxiety,31063038
1164,19000000,en,,1.418221,11/24/1993,93,The Nutcracker,2119994
1165,30000000,en,,6.34785,11/11/1993,105,The Three Musketeers,53898845
1166,16000000,en,,7.404835,10/9/2007,124,Assembly,34786960
1167,1250000,en,,14.605464,1/26/1953,92,Niagara,8500000
1168,10000000,en,,17.046052,9/9/2016,97,When the Bough Breaks,30658387
1169,3250000,en,,1.393391,9/19/2006,107,Local Color,32788
1170,4000000,en,,16.861533,2/5/1953,77,Peter Pan,87404651
1171,0,en,,5.289075,11/21/1984,102,Falling in Love,11129057
1172,30000000,en,,13.371056,4/13/2012,92,The Three Stooges,54819301
1173,0,en,,9.596119,9/7/2013,90,Fading Gigolo,2681345
1174,0,en,,4.601867,6/5/2015,90,The Nightmare,28281
1175,0,en,,11.069608,9/9/2009,112,Dorian Gray,4706919
1176,0,en,,6.341259,1/22/2009,106,In the Loop,6149791
1177,18000000,en,,9.309967,9/26/2007,117,Before the Devil Knows You're Dead,25005257
1178,80000000,en,,10.796939,7/30/2004,129,The Manchurian Candidate,96105964
1179,0,en,,0.60908,2/19/1971,99,Cold Turkey,11000000
1180,0,en,,12.372036,8/9/1985,87,Summer Rental,24689703
1181,10500000,en,,11.548303,7/15/2016,99,Precious Cargo,100659
1182,85000000,en,,11.03897,2/10/2008,88,Jumper,222231186
1183,90000000,en,,24.30526,5/7/1997,126,The Fifth Element,263920180
1184,9000000,en,,7.720692,3/9/2012,102,Bel Ami,8303261
1185,12000000,en,,16.274653,5/16/2014,125,The Fault in Our Stars,307166834
1186,0,de,,2.958988,9/9/1993,144,"Faraway, So Close!",810455
1187,0,es,,1.099467,10/6/1980,95,Candy Razors,680224
1188,747000,fr,,2.775402,3/22/1968,107,The Bride Wore Black,44566
1189,0,en,,4.02059,2/8/2013,82,The Pirate Bay: Away From Keyboard,34664
1190,1119000,en,,0.948775,8/28/1936,103,The Gorgeous Hussy,2019000
1191,0,en,,2.087446,1/1/1985,100,He-Man and She-Ra: The Secret of the Sword,7
1192,20000000,en,,9.830382,7/18/2013,109,The World's End,46089287
1193,15000000,en,,7.603652,12/25/1997,97,Wag the Dog,64256513
1194,10000000,en,,3.492576,10/11/2002,89,Swept Away,598645
1195,0,en,,4.148276,5/17/2006,90,The Breed,1675484
1196,100000000,en,,11.174041,3/11/2010,115,Green Zone,94882889
1197,30000000,en,,7.566321,9/13/1998,124,Elizabeth,82150642
1198,5000000,en,,1.845554,9/12/2014,99,Atlas Shrugged Part III: Who is John Galt?,846704
1199,5,en,,6.759519,12/19/1978,110,Every Which Way But Loose,85
1200,65000,en,,2.799356,11/12/2010,99,Tiny Furniture,416498
1201,13000000,zh,,7.17548,9/18/2010,119,Detective Dee and the Mystery of the Phantom Flame,51723285
1202,25000000,en,,14.723646,10/25/2013,117,The Counselor,71009334
1203,0,ta,,1.459459,1/12/2017,168,Bairavaa,17000000
1204,62000000,en,,7.879924,4/20/2000,116,U-571,127666415
1205,0,en,,4.912295,7/22/1987,97,Summer School,35114428
1206,6000000,en,,10.124544,5/22/1981,99,Escape from New York,50244700
1207,0,it,,5.257142,11/18/2005,100,Melissa P.,5151936
1208,23000000,en,,9.327986,7/17/1987,89,Jaws: The Revenge,51881013
1209,6000000,en,,14.044122,8/21/1987,100,Dirty Dancing,213954274
1210,10000000,en,,14.014025,9/1/2000,103,Snatch,83557872
1211,52000000,en,,6.906145,8/5/2011,112,The Change-Up,75450437
1212,18000000,en,,4.558075,5/19/2010,338,Carlos,871279
1213,5000000,en,,9.069963,6/21/1996,135,Lone Star,13269963
1214,0,en,,7.938629,10/25/2002,82,Comedian,2744253
1215,0,en,,9.668784,1/20/2010,100,Happythankyoumoreplease,215576
1216,0,en,,8.569996,5/5/2016,108,Our Kind of Traitor,9930095
1217,0,en,,10.273979,8/22/1986,89,Extremities,13418091
1218,55000000,en,,14.178281,10/6/2000,108,Meet the Parents,330444045
1219,7000000,es,,4.896196,12/17/2010,101,The Last Circus,3218666
1220,5000000,en,,4.800426,4/28/2008,106,"War, Inc.",1296184
1221,15000000,en,,7.942084,4/21/2016,94,Keanu,20566327
1222,0,en,,5.634675,9/22/1978,107,Paradise Alley,7185518
1223,200000000,en,,13.693002,6/11/2011,106,Cars 2,559852396
1224,20000000,en,,8.129407,8/18/2010,82,Vampires Suck,80547866
1225,100000000,en,,23.247298,3/23/2017,124,Power Rangers,142337240
1226,0,en,,5.843804,9/19/2014,101,Dr. Cabbie,223003
1227,28000000,en,,6.062425,9/2/2011,91,Shark Night,10126458
1228,1750000,en,,4.250819,12/17/1957,109,Legend of the Lost,2200000
1229,20000000,en,,6.612175,8/31/2007,105,Death Sentence,16974459
1230,150000000,en,,12.533525,7/13/2010,109,The Sorcerer's Apprentice,215283742
1231,15000,en,,12.706424,9/14/2007,86,Paranormal Activity,193355800
1232,26000000,en,,11.519662,8/11/2005,116,The 40 Year Old Virgin,109449237
1233,0,en,,0.618434,9/12/2007,116,The Stone Angel,473993
1234,15000000,en,,5.764399,10/7/1988,123,Punchline,21032267
1235,28000000,en,,11.476443,9/13/2005,136,Walk the Line,186438883
1236,7000000,en,,15.280219,5/11/2010,90,Last Night,7644937
1237,60000000,en,,8.810961,10/9/2003,127,Runaway Jury,80154140
1238,11000000,en,,8.046375,8/12/1983,109,Curse of the Pink Panther,4491986
1239,1500000,en,,6.466688,8/15/2003,93,Cabin Fever,30553394
1240,1000000,en,,5.760319,5/2/2012,98,The Sessions,9138338
1241,0,en,,0.704637,12/7/2012,139,Khiladi 786,126
1242,13800000,en,,11.613655,10/7/1986,119,The Color of Money,52293982
1243,26000000,en,,4.920175,3/17/2002,94,Clockstoppers,38793283
1244,105000000,en,,18.50194,9/27/2013,91,Gravity,716392705
1245,21000000,en,,13.217421,10/2/2002,92,The Transporter,43928932
1246,1200000,en,,5.39865,10/20/1936,115,The Charge of the Light Brigade,2736000
1247,11800000,en,,8.364201,11/20/2015,118,Carol,40272135
1248,1500000,es,,8.504511,4/10/2007,78,[REC],30448000
1249,72000000,en,,9.997032,11/4/2005,125,Jarhead,96889998
1250,225000000,en,,12.490891,5/15/2008,150,The Chronicles of Narnia: Prince Caspian,419651413
1251,5000000,en,,3.531682,7/13/2001,94,Made,5476060
1252,7500000,en,,5.795045,10/12/1989,93,Look Who's Talking,296000000
1253,0,en,,9.518564,1/20/1995,122,Murder in the First,17381942
1254,0,en,,1.323422,4/11/1997,113,Keys to Tulsa,57252
1255,0,fr,,1.764981,10/6/2010,90,Illegal,404
1256,0,it,,1.62344,8/25/1975,0,"Cry, Onion!",39598448
1257,36000000,en,,17.714247,4/4/2003,109,A Man Apart,44350926
1258,0,en,,1.714152,9/15/1989,95,Night Game,337812
1259,0,en,,3.968853,5/1/1992,107,Folks!,6132924
1260,1500000,en,,4.948569,10/1/1993,96,Killing Zoe,418961
1261,5000000,en,,5.59686,11/25/2011,120,Take Shelter,3099314
1262,0,fr,,9.617662,9/26/2012,105,In the House,11879046
1263,5000000,en,,1.155075,11/12/1993,97,Philadelphia Experiment II,2970
1264,15000000,en,,3.4949,4/14/2011,97,Atlas Shrugged Part I,4627375
1265,60000000,en,,11.328316,4/24/2009,109,The Soloist,31720158
1266,0,en,,3.524327,3/1/2014,104,"Like Sunday, Like Rain",28208
1267,16000000,ja,,10.264597,7/8/2000,93,Pokémon: Spell of the Unknown,68411275
1268,7000000,en,,9.107829,1/1/2010,108,Ca$h,46488
1269,10000000,en,,6.426937,6/12/1998,100,Can't Hardly Wait,25605015
1270,802000,en,,6.165341,10/21/1942,104,For Me and My Gal,4371000
1271,260000000,en,,14.670353,3/7/2012,132,John Carter,284139100
1272,120000,en,,1.62632,9/13/2000,87,Vulgar,14904
1273,6000000,en,,15.11549,8/27/1964,139,Mary Poppins,102272727
1274,13000000,en,,6.236729,6/29/2001,99,Crazy/Beautiful,16929123
1275,25000000,en,,7.492912,5/4/1984,132,The Bounty,8613462
1276,230000,en,,4.788002,7/22/1977,89,The Hills Have Eyes,25000000
1277,18000000,de,,4.918419,3/29/2008,120,The Red Baron,40239
1278,0,en,,0.941321,8/7/1987,85,Happy New Year,41232
1279,5000000,en,,5.587765,10/27/1989,109,Shocker,16554699
1280,1000000,ru,,1.896218,9/10/2015,93,Queen of Spades: The Dark Rite,2228115
1281,0,ja,,2.914029,11/12/2016,128,In This Corner of the World,19204593
1282,9000000,en,,8.832907,2/9/2007,90,Death at a Funeral,46
1283,4000000,en,,5.757907,12/18/1969,143,Topaz,6000000
1284,4000000,en,,2.999052,10/25/2013,92,The Face of Love,350006
1285,2000000,es,,4.126083,4/16/1992,105,Like Water for Chocolate,21665468
1286,50000000,en,,14.383185,6/15/1990,106,Gremlins 2: The New Batch,41482207
1287,22000000,en,,9.737907,12/7/1983,117,Sudden Impact,67642693
1288,700000,en,,11.118844,5/25/1932,112,Grand Hotel,2594000
1289,1700000,en,,11.644764,6/15/1973,93,Battle for the Planet of the Apes,8844595
1290,0,en,,7.390658,3/5/1954,79,Creature from the Black Lagoon,1300000
1291,15000000,en,,4.079853,7/11/1986,96,Club Paradise,12308521
1292,8000000,en,,11.842837,12/14/1984,163,A Passage to India,27187653
1293,45000000,en,,6.922458,1/30/1998,106,Deep Rising,11203026
1294,40000000,en,,7.001645,2/1/2008,90,Vantage Point,151161491
1295,24000000,en,,4.233081,10/24/1978,134,The Wiz,21049053
1296,20500000,en,,16.603041,3/16/1983,99,Jaws 3-D,87987055
1297,28000000,en,,6.000716,12/22/2000,99,Dracula 2000,33000337
1298,10700000,en,,1.060709,1/28/1994,89,"Car 54, Where Are You?",1238080
1299,0,en,,10.754614,1/23/1998,91,Phantoms,5624282
1300,0,en,,2.099788,4/18/2014,90,Match,37285
1301,35000000,en,,10.430238,1/31/2013,97,Warm Bodies,116980662
1302,0,en,,11.823889,1/14/2008,101,Sleepwalking,204660
1303,44000000,en,,4.393576,11/19/1980,219,Heaven's Gate,3484331
1304,1500000,en,,8.168694,10/19/1939,129,Mr. Smith Goes to Washington,9600000
1305,0,fr,,12.874084,6/29/2016,80,The Red Turtle,921974
1306,18000000,en,,7.263988,9/4/2008,114,RockNRolla,25739015
1307,25000000,en,,7.637345,7/6/2001,98,Kiss of the Dragon,64437847
1308,0,en,,2.69722,7/1/2011,105,Terri,144633
1309,7000000,en,,13.546984,8/3/2001,114,The Cat's Meow,3646994
1310,61000000,en,,154.801009,10/1/2014,145,Gone Girl,369330363
1311,0,en,,1.954863,1/14/2010,93,Every Day,18000
1312,3900000,en,,6.997888,12/12/1966,120,A Man for All Seasons,28350000
1313,30000000,en,,17.955897,4/25/2003,90,Identity,90259536
1314,33000000,fr,,19.628834,2/12/2014,112,Beauty and the Beast,49100000
1315,5000000,en,,15.909181,12/1/2016,91,Incarnate,6341855
1316,5000000,en,,8.405672,10/2/1980,124,The Elephant Man,26010864
1317,2200000,en,,9.094477,3/22/1985,92,Friday the 13th: A New Beginning,21930418
1318,722083,en,,0.817488,11/12/2014,120,The Guide,499168
1319,8000000,en,,6.963023,7/11/1980,113,Used Cars,11715321
1320,30000000,en,,12.130803,9/1/2006,84,Idiocracy,495303
1321,110000000,en,,20.547925,5/27/2015,114,San Andreas,470490832
1322,65000000,en,,18.860681,12/8/2004,123,Blade: Trinity,128905366
1323,0,en,,6.198003,5/21/2007,85,Paranoid Park,486021
1324,0,en,,1.935006,10/28/1994,102,Squanto: A Warrior's Tale,3337685
1325,0,ru,,0.689004,5/21/2008,80,Everybody Dies But Me,235432
1326,0,en,,12.515435,9/12/2008,91,Eden Lake,3983997
1327,0,en,,9.394353,9/30/2005,84,Little Manhattan,1117920
1328,25000000,en,,6.196929,2/8/2011,114,The Eagle,27122040
1329,0,en,,0.284911,5/4/1990,95,Daddy's Dyin'... Who's Got the Will?,1373728
1330,0,fr,,1.233405,4/3/1991,136,Madame Bovary,1942423
1331,0,en,,1.194891,1/22/1982,124,Shoot the Moon,8100000
1332,0,ar,,5.451273,8/31/2012,98,Wadjda,1347747
1333,150000000,en,,4.351756,6/19/2009,150,Transformers: Revenge of the Fallen,836297228
1334,0,en,,0.037986,9/16/2005,123,One Bright Shining Moment,15504
1335,120000000,en,,7.888013,1/12/2011,119,The Green Hornet,227817248
1336,6000000,ru,,0.292296,10/29/2007,,Королёв,31000
1337,0,en,,12.140407,10/17/1975,108,Rooster Cogburn,8022000
1338,1200000,en,,4.928139,9/12/1999,85,But I'm a Cheerleader,2600000
1339,12000000,en,,12.01334,9/6/2008,103,The Secret of Moonacre,7070330
1340,6000000,ru,,1.822246,4/5/2012,99,The Spy,4588176
1341,35000000,en,,13.955376,10/25/2002,91,Ghost Ship,68349884
1342,30000000,en,,9.524298,2/5/2012,104,The Vow,196114570
1343,0,da,,4.749622,9/10/2015,115,A War,1113277
1344,7000000,en,,14.054862,2/12/1988,96,Action Jackson,20256975
1345,0,en,,0.53204,10/3/1997,124,The Locusts,10082
1346,40000000,en,,10.855502,12/24/2013,121,Lone Survivor,149295601
1347,1,en,,6.42883,3/9/1955,115,East of Eden,5
1348,80000000,en,,11.341084,7/6/2011,102,Zookeeper,169852759
1349,6000000,en,,5.253453,7/22/1977,92,Orca: The Killer Whale,14717854
1350,30000000,en,,13.413895,10/21/2011,130,Anonymous,15395087
1351,0,en,,2.86317,10/31/1967,152,The Comedians,5200000
1352,38000000,en,,10.307277,8/11/2006,90,Pulse,29907685
1353,55000000,en,,5.304043,1/9/1997,100,Turbulence,11466088
1354,30000000,en,,7.575696,11/22/2010,112,Love & Other Drugs,102820008
1355,0,en,,37.484577,6/29/2017,99,2:22,422
1356,85000000,en,,7.680762,12/6/2005,145,Memoirs of a Geisha,162242962
1357,25000,en,,3.985181,11/5/2015,95,Lost in the Sun,25000
1358,0,en,,2.067929,11/3/1973,87,The Satanic Rites of Dracula,544476
1359,0,en,,6.481464,12/12/1980,111,Stir Crazy,101300000
1360,11000000,en,,9.003792,9/3/2013,94,Empire State,3639345
1361,0,en,,3.985291,5/15/2012,90,American Warships,1000000
1362,0,ru,,12.912845,12/24/2025,75,Battleship Potemkin,45100
1363,35000000,en,,6.332878,4/10/2009,102,Hannah Montana: The Movie,155545279
1364,0,en,,0.708186,3/6/1981,87,All Night Long,10000000
1365,5700000,es,,8.075698,11/6/2009,110,Cell 211,19300483
1366,250000,en,,4.281631,7/29/2013,99,The Canyons,56825
1367,11000000,en,,9.056173,1/15/2015,94,Tracers,593683
1368,1200000,en,,6.486117,10/3/1955,99,The Trouble with Harry,7000000
1369,6000000,en,,0.651625,3/1/2000,82,3 Strikes,9000000
1370,8000000,ko,,7.030308,8/10/2011,122,War of the Arrows,49000000
1371,16000000,en,,6.62363,9/12/2008,114,The Women,50007546
1372,0,en,,5.884228,1/23/2005,96,Thumbsucker,1919197
1373,0,it,,4.891638,4/5/1966,93,Django,17277
1374,35000000,en,,7.759429,5/17/2012,96,Stolen,2106557
1375,23000000,en,,5.307984,12/18/1996,98,Marvin's Room,12803305
1376,20000000,en,,14.753931,3/4/2008,115,Never Back Down,41627431
1377,0,en,,9.732026,1/20/2017,89,Lady Macbeth,923
1378,37000000,en,,7.387171,8/3/2001,115,The Princess Diaries,165335153
1379,12000000,en,,4.926507,10/27/2006,116,Running with Scissors,6754898
1380,3800000,de,,10.083019,9/27/2007,122,The Edge of Heaven,17804565
1381,325000,ta,,0.867549,2/4/2016,118,Visaranai,1600000
1382,2883848,en,,11.845107,3/18/1959,122,Some Like It Hot,25000000
1383,800000,en,,7.271526,9/12/2009,100,The Disappearance of Alice Creed,867714
1384,116000000,en,,7.240753,2/7/1997,108,Dante's Peak,178127760
1385,20000000,en,,5.762343,3/7/2003,105,Bringing Down the House,132675402
1386,21000000,en,,5.484379,2/11/2011,91,The Beaver,970816
1387,55000000,en,,7.991168,9/10/2006,125,All the King's Men,9450897
1388,5000000,en,,10.996308,10/19/2011,83,Paranormal Activity 3,205703818
1389,0,en,,0.240888,4/6/2006,80,Sacco and Vanzetti,31894
1390,44000000,en,,9.198283,10/18/1996,147,Sleepers,165615285
1391,31000000,en,,10.163266,4/28/2000,118,Frequency,68106245
1392,0,nl,,12.507625,10/9/2012,112,The Broken Circle Breakdown,5475058
1393,165000000,en,,13.697597,11/1/2012,108,Wreck-It Ralph,471222889
1394,50000000,en,,7.579855,7/17/2014,83,Planes: Fire & Rescue,151165787
1395,190000000,en,,22.296076,5/19/2015,130,Tomorrowland,209154322
1396,0,ko,,7.400261,7/29/2005,115,Sympathy for Lady Vengeance,23803308
1397,85000000,en,,11.526339,6/8/2007,85,Surf's Up,149044513
1398,62000000,en,,10.618141,9/27/1997,137,Lolita,1060056
1399,55000000,en,,12.202063,8/15/1996,116,The Fan,18626419
1400,50000000,en,,16.075615,5/15/2016,116,The Nice Guys,62788218
1401,125000000,en,,16.83711,10/13/2016,92,Trolls,346864462
1402,45000000,en,,9.510762,12/14/2000,111,Miss Congeniality,212000000
1403,0,en,,8.445423,4/8/2016,108,The Man Who Knew Infinity,11472454
1404,27000000,en,,4.631978,8/6/2008,117,The Sisterhood of the Traveling Pants 2,44352417
1405,3000000,en,,0.129004,9/30/2004,94,Woman Thou Art Loosed,6804016
1406,30000000,en,,8.047735,9/13/2013,111,The Family,36894225
1407,0,ru,,0.796854,2/18/2016,105,Elections Day 2,4314688
1408,70000000,en,,11.898185,12/15/1998,99,The Prince of Egypt,218613188
1409,11000000,en,,4.890067,10/12/2001,86,Corky Romano,23978402
1410,0,ko,,2.978534,8/20/2015,127,The Beauty Inside,108083
1411,13000000,en,,14.017754,11/25/2016,132,Miss Sloane,3500605
1412,13000000,en,,8.611077,3/14/2013,94,The Call,68572378
1413,15000000,en,,14.421528,3/10/2016,103,10 Cloverfield Lane,108286421
1414,0,en,,2.616309,8/15/1991,86,Proof,524668
1415,40000000,en,,14.840318,2/16/2001,119,Sweet November,65754228
1416,0,fr,,8.98296,10/6/2011,127,Polisse,20374201
1417,0,en,,4.337214,4/17/1992,115,The Babe,17530973
1418,40000000,en,,12.637158,7/8/1993,128,In the Line of Fire,176997168
1419,2800000,en,,8.173864,8/21/1981,87,Private Lessons,26279000
1420,700000,en,,0.712844,9/4/2009,85,Videocracy,1179676
1421,3000000,en,,1.017103,5/6/2007,80,Night Of The Living Dead 3D,1449945
1422,0,fr,,4.241058,12/2/2015,118,Tomorrow,43471
1423,32000000,en,,13.332387,12/25/2013,155,The Physician,57284237
1424,24000000,en,,6.562982,9/16/2011,89,I Don't Know How She Does It,30551495
1425,0,en,,5.385862,6/14/1985,100,D.A.R.Y.L.,7840873
1426,270000000,en,,13.284712,6/28/2006,154,Superman Returns,391081192
1427,46000000,en,,7.420019,6/15/2000,99,Shaft,107196498
1428,25000000,en,,11.746053,12/25/2012,104,Parental Guidance,119772232
1429,60000000,en,,8.259952,5/5/2011,87,Priest,78309131
1430,30000000,en,,6.212898,10/28/2010,98,The Other Woman,102000000
1431,13000000,fr,,6.361343,6/15/2005,129,Russian Dolls,23727301
1432,5000000,en,,13.336773,6/12/2009,97,Moon,9760104
1433,38000000,en,,8.450799,7/24/2009,96,The Ugly Truth,205298907
1434,645180,en,,5.841931,7/21/1989,103,My Left Foot: The Story of Christy Brown,14743391
1435,250000,en,,0.386717,4/23/2010,97,Behind the Burly Q,23859
1436,22500000,en,,9.615664,12/25/2014,112,The Water Diviner,15520023
1437,0,en,,1.123409,11/24/2004,89,Moscow Heat,1100000
1438,0,fr,,5.483163,5/16/2010,97,Heartbeats,62985
1439,5200000,en,,6.700173,5/11/1990,99,Class of 1999,2459895
1440,26000000,en,,12.638573,1/31/2003,90,Final Destination 2,90426405
